Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
6290006f	jal	x0,100ea8	  x0=0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101c98  x5=0x0000004d PA:0x00101c9a store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x0000004d  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x0000004d PA:0x00020000 store:0x0000004d load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x00101c98  x6=0x00000041 PA:0x00101c9b store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000041  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000041 PA:0x00020000 store:0x00000041 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x00101c98  x7=0x00000058 PA:0x00101c9c store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000058  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000058 PA:0x00020000 store:0x00000058 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x00101c98 x11=0x00000028 PA:0x00101c9d store:0x0000004d
02058663	beq	x11,x0,100110	 x11:0x00000028  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000028 PA:0x00020000 store:0x00000028 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x00101c98 x12=0x00000032 PA:0x00101c9e store:0x00000041
02060063	beq	x12,x0,100110	 x12:0x00000032  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x00101c98 x13=0x0000002e PA:0x00101c9f store:0x00000058
00850513	addi	x10,x10,8	 x10:0x00101c98 x10=0x00101ca0
00068863	beq	x13,x0,100110	 x13:0x0000002e  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x0000002e PA:0x00020000 store:0x0000002e load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x00101ca0 x16=0x00000030 PA:0x00101ca0 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x00000030  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101ca0 x14=0x00000065 PA:0x00101ca1 store:0x00101820
04070e63	beq	x14,x0,100110	 x14:0x00000065  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101ca0  x5=0x00000033 PA:0x00101ca2 store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000033  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x00101ca0  x6=0x00000038 PA:0x00101ca3 store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000038  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x00101ca0  x7=0x00000066 PA:0x00101ca4 store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000066  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000066 PA:0x00020000 store:0x00000066 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x00101ca0 x11=0x0000002c PA:0x00101ca5 store:0x00000033
02058663	beq	x11,x0,100110	 x11:0x0000002c  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x0000002c PA:0x00020000 store:0x0000002c load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x00101ca0 x12=0x00000020 PA:0x00101ca6 store:0x00000038
02060063	beq	x12,x0,100110	 x12:0x00000020  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x00101ca0 x13=0x00000032 PA:0x00101ca7 store:0x00000066
00850513	addi	x10,x10,8	 x10:0x00101ca0 x10=0x00101ca8
00068863	beq	x13,x0,100110	 x13:0x00000032  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x00101ca8 x16=0x0000002e PA:0x00101ca8 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x0000002e  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x0000002e PA:0x00020000 store:0x0000002e load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101ca8 x14=0x00000031 PA:0x00101ca9 store:0x00101820
04070e63	beq	x14,x0,100110	 x14:0x00000031  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000031 PA:0x00020000 store:0x00000031 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101ca8  x5=0x00000065 PA:0x00101caa store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000065  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x00101ca8  x6=0x00000033 PA:0x00101cab store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000033  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x00101ca8  x7=0x00000038 PA:0x00101cac store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000038  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x00101ca8 x11=0x00000066 PA:0x00101cad store:0x00000065
02058663	beq	x11,x0,100110	 x11:0x00000066  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000066 PA:0x00020000 store:0x00000066 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x00101ca8 x12=0x00000029 PA:0x00101cae store:0x00000033
02060063	beq	x12,x0,100110	 x12:0x00000029  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000029 PA:0x00020000 store:0x00000029 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x00101ca8 x13=0x0000002c PA:0x00101caf store:0x00000038
00850513	addi	x10,x10,8	 x10:0x00101ca8 x10=0x00101cb0
00068863	beq	x13,x0,100110	 x13:0x0000002c  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x0000002c PA:0x00020000 store:0x0000002c load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x00101cb0 x16=0x00000020 PA:0x00101cb0 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x00000020  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101cb0 x14=0x00000065 PA:0x00101cb1 store:0x00101820
04070e63	beq	x14,x0,100110	 x14:0x00000065  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101cb0  x5=0x00000078 PA:0x00101cb2 store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000078  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000078 PA:0x00020000 store:0x00000078 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x00101cb0  x6=0x00000070 PA:0x00101cb3 store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000070  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000070 PA:0x00020000 store:0x00000070 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x00101cb0  x7=0x00000065 PA:0x00101cb4 store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000065  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x00101cb0 x11=0x00000063 PA:0x00101cb5 store:0x00000078
02058663	beq	x11,x0,100110	 x11:0x00000063  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000063 PA:0x00020000 store:0x00000063 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x00101cb0 x12=0x00000074 PA:0x00101cb6 store:0x00000070
02060063	beq	x12,x0,100110	 x12:0x00000074  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000074 PA:0x00020000 store:0x00000074 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x00101cb0 x13=0x00000069 PA:0x00101cb7 store:0x00000065
00850513	addi	x10,x10,8	 x10:0x00101cb0 x10=0x00101cb8
00068863	beq	x13,x0,100110	 x13:0x00000069  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x00000069 PA:0x00020000 store:0x00000069 load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x00101cb8 x16=0x0000006e PA:0x00101cb8 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x0000006e  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x0000006e PA:0x00020000 store:0x0000006e load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101cb8 x14=0x00000067 PA:0x00101cb9 store:0x00101820
04070e63	beq	x14,x0,100110	 x14:0x00000067  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000067 PA:0x00020000 store:0x00000067 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101cb8  x5=0x0000003a PA:0x00101cba store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x0000003a  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x0000003a PA:0x00020000 store:0x0000003a load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x00101cb8  x6=0x00000020 PA:0x00101cbb store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000020  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x00101cb8  x7=0x00000030 PA:0x00101cbc store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000030  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x00101cb8 x11=0x00000078 PA:0x00101cbd store:0x0000003a
02058663	beq	x11,x0,100110	 x11:0x00000078  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000078 PA:0x00020000 store:0x00000078 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x00101cb8 x12=0x00000037 PA:0x00101cbe store:0x00000020
02060063	beq	x12,x0,100110	 x12:0x00000037  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x00101cb8 x13=0x00000066 PA:0x00101cbf store:0x00000030
00850513	addi	x10,x10,8	 x10:0x00101cb8 x10=0x00101cc0
00068863	beq	x13,x0,100110	 x13:0x00000066  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x00000066 PA:0x00020000 store:0x00000066 load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x00101cc0 x16=0x00000031 PA:0x00101cc0 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x00000031  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000031 PA:0x00020000 store:0x00000031 load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101cc0 x14=0x00000064 PA:0x00101cc1 store:0x00101820
04070e63	beq	x14,x0,100110	 x14:0x00000064  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000064 PA:0x00020000 store:0x00000064 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101cc0  x5=0x00000066 PA:0x00101cc2 store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000066  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000066 PA:0x00020000 store:0x00000066 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x00101cc0  x6=0x00000063 PA:0x00101cc3 store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000063  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000063 PA:0x00020000 store:0x00000063 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x00101cc0  x7=0x00000038 PA:0x00101cc4 store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000038  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x00101cc0 x11=0x00000037 PA:0x00101cc5 store:0x00000066
02058663	beq	x11,x0,100110	 x11:0x00000037  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x00101cc0 x12=0x0000003a PA:0x00101cc6 store:0x00000063
02060063	beq	x12,x0,100110	 x12:0x0000003a  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x0000003a PA:0x00020000 store:0x0000003a load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x00101cc0 x13=0x00000020 PA:0x00101cc7 store:0x00000038
00850513	addi	x10,x10,8	 x10:0x00101cc0 x10=0x00101cc8
00068863	beq	x13,x0,100110	 x13:0x00000020  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x00101cc8 x16=0x00000000 PA:0x00101cc8 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x00000000  x0:0x00000000
00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00101820  x0=0x00000000
cf8a2503	lw	x10,-776(x20)	 x20:0x00102000 x10=0x7f1dfc87 PA:0x00101cf8 store:0x00102000
00102a37	lui	x20,0x102	 x20=0x00102000
8f9fe0ef	jal	x1,100120	  x1=0x0010182c
01c55793	srli	x15,x10,0x1c	 x10:0x7f1dfc87 x15=0x00000007
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,1001fc	 x14:0x00000009 x15:0x00000007
03078393	addi	x7,x15,48	 x15:0x00000007  x7=0x00000037
000205b7	lui	x11,0x20	 x11=0x00020000
00451613	slli	x12,x10,0x4	 x10:0x7f1dfc87 x12=0xf1dfc870
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0xf1dfc870 x13=0x0000000f
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,100148	 x16:0x00000009 x13:0x0000000f
03768893	addi	x17,x13,55	 x13:0x0000000f x17=0x00000046
00020e37	lui	x28,0x20	 x28=0x00020000
00851f93	slli	x31,x10,0x8	 x10:0x7f1dfc87 x31=0x1dfc8700
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000046 PA:0x00020000 store:0x00000046 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x1dfc8700 x15=0x00000001
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,100234	 x14:0x00000009 x15:0x00000001
03078393	addi	x7,x15,48	 x15:0x00000001  x7=0x00000031
000205b7	lui	x11,0x20	 x11=0x00020000
00c51613	slli	x12,x10,0xc	 x10:0x7f1dfc87 x12=0xdfc87000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000031 PA:0x00020000 store:0x00000031 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0xdfc87000 x13=0x0000000d
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,100180	 x16:0x00000009 x13:0x0000000d
03768893	addi	x17,x13,55	 x13:0x0000000d x17=0x00000044
00020e37	lui	x28,0x20	 x28=0x00020000
01051f93	slli	x31,x10,0x10	 x10:0x7f1dfc87 x31=0xfc870000
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000044 PA:0x00020000 store:0x00000044 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0xfc870000 x15=0x0000000f
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,10026c	 x14:0x00000009 x15:0x0000000f
03778293	addi	x5,x15,55	 x15:0x0000000f  x5=0x00000046
00020337	lui	x6,0x20	  x6=0x00020000
01451613	slli	x12,x10,0x14	 x10:0x7f1dfc87 x12=0xc8700000
00532023	sw	x5,0(x6)	  x6:0x00020000  x5:0x00000046 PA:0x00020000 store:0x00000046 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0xc8700000 x13=0x0000000c
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
0cd87a63	bgeu	x16,x13,100288	 x16:0x00000009 x13:0x0000000c
03768893	addi	x17,x13,55	 x13:0x0000000c x17=0x00000043
00020e37	lui	x28,0x20	 x28=0x00020000
01851f93	slli	x31,x10,0x18	 x10:0x7f1dfc87 x31=0x87000000
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000043 PA:0x00020000 store:0x00000043 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x87000000 x15=0x00000008
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,1002a4	 x14:0x00000009 x15:0x00000008
03078393	addi	x7,x15,48	 x15:0x00000008  x7=0x00000038
000205b7	lui	x11,0x20	 x11=0x00020000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
00f57513	andi	x10,x10,15	 x10:0x7f1dfc87 x10=0x00000007
00900613	addi	x12,x0,9	  x0:0x00000000 x12=0x00000009
f2a67ae3	bgeu	x12,x10,1001ec	 x12:0x00000009 x10:0x00000007
03050893	addi	x17,x10,48	 x10:0x00000007 x17=0x00000037
00020e37	lui	x28,0x20	 x28=0x00020000
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
00008067	jalr	x0,0(x1)	  x1:0x0010182c  x0=0x00000000
ccca0513	addi	x10,x20,-820	 x20:0x00102000 x10=0x00101ccc
871fe0ef	jal	x1,1000a0	  x1=0x00101834
00054803	lbu	x16,0(x10)	 x10:0x00101ccc x16=0x0000000a PA:0x00101ccc store:0x00000000
06080663	beq	x16,x0,100110	 x16:0x0000000a  x0:0x00000000
000207b7	lui	x15,0x20	 x15=0x00020000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x0000000a PA:0x00020000 store:0x0000000a load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101ccc x14=0x0000000a PA:0x00101ccd store:0x00101834
04070e63	beq	x14,x0,100110	 x14:0x0000000a  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x0000000a PA:0x00020000 store:0x0000000a load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x00101ccc  x5=0x00000000 PA:0x00101cce store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000000  x0:0x00000000
00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00101834  x0=0x00000000
00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
c29fe0ef	jal	x1,100460	  x1=0x0010183c
00153513	sltiu	x10,x10,1	 x10:0x00000000 x10=0x00000001
40a002b3	sub	x5,x0,x10	  x0:0x00000000 x10:0x00000001  x5=0xffffffff
32029073	csrrw	x0,mcountinhibit,x5	  x5:0xffffffff  x0=0x00000000
00008067	jalr	x0,0(x1)	  x1:0x0010183c  x0=0x00000000
7d000513	addi	x10,x0,2000	  x0:0x00000000 x10=0x000007d0
00000593	addi	x11,x0,0	  x0:0x00000000 x11=0x00000000
abcff0ef	jal	x1,100b00	  x1=0x00101848
001026b7	lui	x13,0x102	 x13=0x00102000
00000813	addi	x16,x0,0	  x0:0x00000000 x16=0x00000000
001027b7	lui	x15,0x102	 x15=0x00102000
00030737	lui	x14,0x30	 x14=0x00030000
00000893	addi	x17,x0,0	  x0:0x00000000 x17=0x00000000
cf06a423	sw	x16,-792(x13)	 x13:0x00102000 x16:0x00000000 PA:0x00101ce8 store:0x00000000 load:0x00000a0a
cf16a623	sw	x17,-788(x13)	 x13:0x00102000 x17:0x00000000 PA:0x00101cec store:0x00000000 load:0x00000a0a
cea7a023	sw	x10,-800(x15)	 x15:0x00102000 x10:0x000007d0 PA:0x00101ce0 store:0x000007d0 load:0x00000a0a
ceb7a223	sw	x11,-796(x15)	 x15:0x00102000 x11:0x00000000 PA:0x00101ce4 store:0x00000000 load:0x00000a0a
00030637	lui	x12,0x30	 x12=0x00030000
00470293	addi	x5,x14,4	 x14:0x00030000  x5=0x00030004
0002a783	lw	x15,0(x5)	  x5:0x00030004 x15=0x00000000 PA:0x00030004 store:0x00000000
00062683	lw	x13,0(x12)	 x12:0x00030000 x13=0x000045cc PA:0x00030000 store:0x00000000
0002a303	lw	x6,0(x5)	  x5:0x00030004  x6=0x00000000 PA:0x00030004 store:0x00000000
06678a63	beq	x15,x6,100bac	 x15:0x00000000  x6:0x00000000
000308b7	lui	x17,0x30	 x17=0x00030000
00a68533	add	x10,x13,x10	 x13:0x000045cc x10:0x000007d0 x10=0x00004d9c
00888293	addi	x5,x17,8	 x17:0x00030000  x5=0x00030008
00b783b3	add	x7,x15,x11	 x15:0x00000000 x11:0x00000000  x7=0x00000000
00d53333	sltu	x6,x10,x13	 x10:0x00004d9c x13:0x000045cc  x6=0x00000000
fff00593	addi	x11,x0,-1	  x0:0x00000000 x11=0xffffffff
00b2a023	sw	x11,0(x5)	  x5:0x00030008 x11:0xffffffff PA:0x00030008 store:0xffffffff load:0x00000000
00030637	lui	x12,0x30	 x12=0x00030000
00730e33	add	x28,x6,x7	  x6:0x00000000  x7:0x00000000 x28=0x00000000
01c62623	sw	x28,12(x12)	 x12:0x00030000 x28:0x00000000 PA:0x0003000c store:0x00000000 load:0x00000000
00a2a023	sw	x10,0(x5)	  x5:0x00030008 x10:0x00004d9c PA:0x00030008 store:0x00004d9c load:0xffffffff
08000e93	addi	x29,x0,128	  x0:0x00000000 x29=0x00000080
304ea073	csrrs	x0,mie,x29	 x29:0x00000080  x0=0x00000000
00800f13	addi	x30,x0,8	  x0:0x00000000 x30=0x00000008
300f2073	csrrs	x0,mstatus,x30	 x30:0x00000008  x0=0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00101848  x0=0x00000000
c78ff0ef	jal	x1,100cc0	  x1=0x0010184c
001027b7	lui	x15,0x102	 x15=0x00102000
ce87a503	lw	x10,-792(x15)	 x15:0x00102000 x10=0x00000000 PA:0x00101ce8 store:0x00102000
cec7a583	lw	x11,-788(x15)	 x15:0x00102000 x11=0x00000000 PA:0x00101cec store:0x00030000
00008067	jalr	x0,0(x1)	  x1:0x0010184c  x0=0x00000000
00058b13	addi	x22,x11,0	 x11:0x00000000 x22=0x00000000
00050913	addi	x18,x10,0	 x10:0x00000000 x18=0x00000000
06059a63	bne	x11,x0,1018c8	 x11:0x00000000  x0:0x00000000
00400a93	addi	x21,x0,4	  x0:0x00000000 x21=0x00000004
06aae663	bltu	x21,x10,1018c8	 x21:0x00000004 x10:0x00000000
c60ff0ef	jal	x1,100cc0	  x1=0x00101864
001027b7	lui	x15,0x102	 x15=0x00102000
ce87a503	lw	x10,-792(x15)	 x15:0x00102000 x10=0x00000000 PA:0x00101ce8 store:0x00102000
cec7a583	lw	x11,-788(x15)	 x15:0x00102000 x11=0x00000000 PA:0x00101cec store:0x00030000
00008067	jalr	x0,0(x1)	  x1:0x00101864  x0=0x00000000
00102c37	lui	x24,0x102	 x24=0x00102000
00050413	addi	x8,x10,0	 x10:0x00000000  x8=0x00000000
00157713	andi	x14,x10,1	 x10:0x00000000 x14=0x00000000
00400d93	addi	x27,x0,4	  x0:0x00000000 x27=0x00000004
00102d37	lui	x26,0x102	 x26=0x00102000
cd0c0513	addi	x10,x24,-816	 x24:0x00102000 x10=0x00101cd0
00058493	addi	x9,x11,0	 x11:0x00000000  x9=0x00000000
03240e63	beq	x8,x18,1018bc	  x8:0x00000000 x18:0x00000000
fd6594e3	bne	x11,x22,101884	 x11:0x00000000 x22:0x00000000
10500073	wfi	
6890006f	jal	x0,100ea4	  x0=0x00000000
e2dff06f	jal	x0,100cd0	  x0=0x00000000
fe010113	addi	x2,x2,-32	  x2:0x00137fa0  x2=0x00137f80
00f12423	sw	x15,8(x2)	  x2:0x00137f80 x15:0x00102000 PA:0x00137f88 store:0x00102000 load:0x00000000
001027b7	lui	x15,0x102	 x15=0x00102000
00b12c23	sw	x11,24(x2)	  x2:0x00137f80 x11:0x00000000 PA:0x00137f98 store:0x00000000 load:0x00000000
01012223	sw	x16,4(x2)	  x2:0x00137f80 x16:0x00000000 PA:0x00137f84 store:0x00000000 load:0x00000000
ce07a583	lw	x11,-800(x15)	 x15:0x00102000 x11=0x000007d0 PA:0x00101ce0 store:0x00000000
ce47a803	lw	x16,-796(x15)	 x15:0x00102000 x16=0x00000000 PA:0x00101ce4 store:0x00000000
00e12623	sw	x14,12(x2)	  x2:0x00137f80 x14:0x00000000 PA:0x00137f8c store:0x00000000 load:0x00000000
00030737	lui	x14,0x30	 x14=0x00030000
00c12a23	sw	x12,20(x2)	  x2:0x00137f80 x12:0x00030000 PA:0x00137f94 store:0x00030000 load:0x00000000
01112023	sw	x17,0(x2)	  x2:0x00137f80 x17:0x00030000 PA:0x00137f80 store:0x00030000 load:0x00000000
00a12e23	sw	x10,28(x2)	  x2:0x00137f80 x10:0x00101cd0 PA:0x00137f9c store:0x00101cd0 load:0x00000000
00d12823	sw	x13,16(x2)	  x2:0x00137f80 x13:0x000045cc PA:0x00137f90 store:0x000045cc load:0x00000000
00030637	lui	x12,0x30	 x12=0x00030000
00470893	addi	x17,x14,4	 x14:0x00030000 x17=0x00030004
0008a783	lw	x15,0(x17)	 x17:0x00030004 x15=0x00000000 PA:0x00030004 store:0x00000000
00062683	lw	x13,0(x12)	 x12:0x00030000 x13=0x00004dc0 PA:0x00030000 store:0x00000000
0008a503	lw	x10,0(x17)	 x17:0x00030004 x10=0x00000000 PA:0x00030004 store:0x00000000
06a78a63	beq	x15,x10,100d8c	 x15:0x00000000 x10:0x00000000
